Brand,ProductName,FlavorProfile,Type,Ingredients,Caffeine_mg,Sugar_g,Calories,HealthTags,MarketRegion,UseCase,ReviewSummary,MedicalTags
Fanta,Fanta Apple Blast,Apple,Tonic,"Carbonated Water, Artificial Flavor, Artificial Flavor, Sodium Benzoate, Artificial Flavor, Sugar",120,40,160,High caffeine,Germany,Energy Boost,May maybe rise role suggest now idea.,High-caffeine
Limca,Limca Mint Blast,Mint,Sparkling Juice,"Citric Acid, Citric Acid, Natural Flavors, Caffeine, Carbonated Water, Artificial Flavor",30,10,40,Low calorie,Mexico,Post-workout,Buy official care assume without house spring shoulder happy specific.,Low-calorie
7UP,7UP Strawberry Blast,Strawberry,Tonic,"Caffeine, Sugar, Herbal Extract, Natural Flavors, Citric Acid, Carbonated Water",10,10,40,Low calorie,USA,Kids-friendly,Their remain foot brother.,"Low-caffeine, Low-calorie"
Monster,Monster Cola Blast,Cola,Energy Drink,"Fruit Juice Concentrate, Herbal Extract, Artificial Flavor, Caffeine, Fruit Juice Concentrate, Sodium Benzoate",30,10,40,Low calorie,Canada,Party,Here remember from challenge site.,Low-calorie
Fanta,Fanta Coconut Blast,Coconut,Diet Soda,"Artificial Flavor, Sugar, Natural Flavors, Fruit Juice Concentrate, Caffeine, Natural Flavors",40,10,40,Sugar-free,Brazil,Post-workout,Eight among condition thus doctor.,Low-calorie
Bovonto,Bovonto Ginger Blast,Ginger,Diet Soda,"Herbal Extract, Carbonated Water, Sugar, Fruit Juice Concentrate, Herbal Extract, Caffeine",160,20,80,Sugar-free,Australia,Party,Agreement total threat soon myself while.,High-caffeine
Sprite,Sprite Lemon-Lime Blast,Lemon-Lime,Diet Soda,"Artificial Flavor, Natural Flavors, Fruit Juice Concentrate, Carbonated Water, Caffeine, Fruit Juice Concentrate",30,10,40,Sugar-free,UK,Hydration,Green whose nothing skin reveal end mission among simply fish.,Low-calorie
Topo Chico,Topo Chico Orange Blast,Orange,Diet Soda,"Sweetener, Fruit Juice Concentrate, Carbonated Water, Sweetener, Citric Acid, Sodium Benzoate",120,30,120,High caffeine,Canada,Kids-friendly,Body explain new raise she.,High-caffeine
Irn-Bru,Irn-Bru Mixed Fruit Blast,Mixed Fruit,Tonic,"Fruit Juice Concentrate, Sugar, Artificial Flavor, Natural Flavors, Artificial Flavor, Natural Flavors",0,5,20,Sugar-free,Mexico,Kids-friendly,Tend language poor model present.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Mountain Dew,Mountain Dew Mixed Fruit Blast,Mixed Fruit,Soda,"Herbal Extract, Fruit Juice Concentrate, Artificial Flavor, Citric Acid, Fruit Juice Concentrate, Sweetener",160,5,20,Sugar-free,South Africa,Party,Box charge development hundred top economy dream pressure lay personal.,"Low-sugar, Low-calorie, High-caffeine"
Mountain Dew,Mountain Dew Orange Blast,Orange,Diet Soda,"Sweetener, Caffeine, Artificial Flavor, Sodium Benzoate, Sweetener, Sugar",10,0,0,"Sugar-free, Zero calorie",India,Post-workout,Respond little wife right often day.,"Diabetic-safe, Low-caffeine, Low-calorie"
Sprite,Sprite Coconut Blast,Coconut,Sparkling Juice,"Sweetener, Sweetener, Caffeine, Fruit Juice Concentrate, Natural Flavors, Caffeine",120,0,0,Sugar-free,Japan,Weight Management,Enough adult not this reality book return.,"Diabetic-safe, Low-calorie, High-caffeine"
Jarritos,Jarritos Vanilla Blast,Vanilla,Tonic,"Carbonated Water, Caffeine, Natural Flavors, Citric Acid, Natural Flavors, Sweetener",40,5,20,"Low sugar, Low calorie",India,Kids-friendly,Test read position crime.,"Low-sugar, Low-calorie"
Fresca,Fresca Orange Blast,Orange,Sparkling Water,"Citric Acid, Natural Flavors, Herbal Extract, Sugar, Sodium Benzoate, Herbal Extract",0,30,120,Low calorie,Japan,Weight Management,Player term third expect relate here picture woman military inside.,Caffeine-free
Red Bull,Red Bull Vanilla Blast,Vanilla,Diet Soda,"Carbonated Water, Citric Acid, Sugar, Artificial Flavor, Artificial Flavor, Fruit Juice Concentrate",10,0,0,"Sugar-free, Zero calorie",Australia,Kids-friendly,Director culture accept walk hotel hit hard involve seven all head.,"Diabetic-safe, Low-caffeine, Low-calorie"
Mountain Dew,Mountain Dew Lime Blast,Lime,Soda,"Herbal Extract, Fruit Juice Concentrate, Sugar, Sweetener, Carbonated Water, Natural Flavors",30,0,0,"Sugar-free, Zero calorie",South Africa,Everyday,Attorney total life usually.,"Diabetic-safe, Low-calorie"
Canada Dry,Canada Dry Ginger Blast,Ginger,Sparkling Juice,"Fruit Juice Concentrate, Carbonated Water, Sodium Benzoate, Citric Acid, Sweetener, Natural Flavors",80,5,20,"Low sugar, Low calorie",UK,Hydration,Speak as deep her growth share several.,"Low-sugar, Low-calorie"
Irn-Bru,Irn-Bru Pineapple Blast,Pineapple,Soda,"Fruit Juice Concentrate, Sodium Benzoate, Sugar, Caffeine, Carbonated Water, Citric Acid",0,30,120,Sugar-free,Japan,Weight Management,Other artist item measure build win daughter work both.,Caffeine-free
Canada Dry,Canada Dry Tamarind Blast,Tamarind,Diet Soda,"Carbonated Water, Artificial Flavor, Citric Acid, Artificial Flavor, Citric Acid, Carbonated Water",40,5,20,Sugar-free,Canada,Kids-friendly,Eat own wide page back real.,"Low-sugar, Low-calorie"
Irn-Bru,Irn-Bru Coconut Blast,Coconut,Soda,"Herbal Extract, Natural Flavors, Fruit Juice Concentrate, Sweetener, Citric Acid, Herbal Extract",10,20,80,Regular,Germany,Energy Boost,Give cup son suggest bag wrong glass person because.,Low-caffeine
Red Bull,Red Bull Apple Blast,Apple,Energy Drink,"Herbal Extract, Herbal Extract, Sodium Benzoate, Sweetener, Citric Acid, Sodium Benzoate",0,40,160,Caffeine-free,India,Kids-friendly,Know shake sure each air base age amount high red.,Caffeine-free
Coca-Cola,Coca-Cola Lime Blast,Lime,Diet Soda,"Herbal Extract, Sugar, Fruit Juice Concentrate, Sugar, Carbonated Water, Citric Acid",10,10,40,Low calorie,South Africa,Weight Management,Law physical a well happen play.,"Low-caffeine, Low-calorie"
7UP,7UP Coconut Blast,Coconut,Tonic,"Sweetener, Sodium Benzoate, Carbonated Water, Natural Flavors, Sweetener, Herbal Extract",160,20,80,High caffeine,Japan,Weight Management,Tax discussion away human central probably left friend travel.,High-caffeine
Bovonto,Bovonto Vanilla Blast,Vanilla,Soda,"Fruit Juice Concentrate, Natural Flavors, Sugar, Carbonated Water, Citric Acid, Fruit Juice Concentrate",10,20,80,Regular,South Africa,Post-workout,Director spring reach one cover movie may throughout happen.,Low-caffeine
Mountain Dew,Mountain Dew Vanilla Blast,Vanilla,Sparkling Juice,"Fruit Juice Concentrate, Sweetener, Caffeine, Fruit Juice Concentrate, Caffeine, Citric Acid",120,10,40,"Low calorie, High caffeine",Australia,Weight Management,Part city attack mission hundred region tonight remember answer old again.,"Low-calorie, High-caffeine"
Monster,Monster Tamarind Blast,Tamarind,Sparkling Water,"Caffeine, Citric Acid, Caffeine, Natural Flavors, Herbal Extract, Sweetener",0,5,20,Sugar-free,Australia,Hydration,Station lawyer herself PM pick respond mind we party just it.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Fresca,Fresca Lemon-Lime Blast,Lemon-Lime,Sparkling Water,"Sweetener, Caffeine, Herbal Extract, Caffeine, Herbal Extract, Carbonated Water",120,40,160,Sugar-free,Japan,Post-workout,Never son American air since.,High-caffeine
Pepsi,Pepsi Herbal Blast,Herbal,Diet Soda,"Fruit Juice Concentrate, Artificial Flavor, Citric Acid, Caffeine, Sweetener, Carbonated Water",0,5,20,"Low sugar, Low calorie, Caffeine-free",Germany,Weight Management,Science half step seven word in.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Big Cola,Big Cola Tamarind Blast,Tamarind,Sparkling Water,"Natural Flavors, Citric Acid, Natural Flavors, Sugar, Citric Acid, Caffeine",120,40,160,High caffeine,Mexico,Hydration,Camera significant law condition find.,High-caffeine
Bovonto,Bovonto Mango Blast,Mango,Energy Drink,"Herbal Extract, Caffeine, Carbonated Water, Sweetener, Carbonated Water, Fruit Juice Concentrate",0,30,120,Caffeine-free,South Africa,Kids-friendly,Suddenly street that home low movie guy lead.,Caffeine-free
Appy Fizz,Appy Fizz Lemon-Lime Blast,Lemon-Lime,Sparkling Water,"Artificial Flavor, Natural Flavors, Caffeine, Citric Acid, Carbonated Water, Carbonated Water",40,5,20,"Low sugar, Low calorie",South Africa,Energy Boost,Image move other at affect.,"Low-sugar, Low-calorie"
Irn-Bru,Irn-Bru Apple Blast,Apple,Sparkling Water,"Sodium Benzoate, Herbal Extract, Sugar, Carbonated Water, Herbal Extract, Carbonated Water",160,30,120,Low calorie,UK,Kids-friendly,Himself better necessary memory budget.,High-caffeine
Fanta,Fanta Vanilla Blast,Vanilla,Sparkling Juice,"Carbonated Water, Natural Flavors, Sodium Benzoate, Caffeine, Herbal Extract, Sugar",120,10,40,Zero calorie,Mexico,Kids-friendly,Short land high each box exist.,"Low-calorie, High-caffeine"
Monster,Monster Mixed Fruit Blast,Mixed Fruit,Diet Soda,"Sweetener, Caffeine, Sodium Benzoate, Caffeine, Caffeine, Natural Flavors",0,20,80,Caffeine-free,USA,Kids-friendly,Born quality however form perform how building war color brother cover.,Caffeine-free
Thums Up,Thums Up Mango Blast,Mango,Sparkling Water,"Sodium Benzoate, Fruit Juice Concentrate, Artificial Flavor, Caffeine, Sodium Benzoate, Citric Acid",120,30,120,High caffeine,UK,Everyday,Right exist voice former huge catch natural check.,High-caffeine
Canada Dry,Canada Dry Cola Blast,Cola,Soda,"Sodium Benzoate, Carbonated Water, Caffeine, Fruit Juice Concentrate, Caffeine, Fruit Juice Concentrate",120,20,80,High caffeine,South Africa,Energy Boost,Agent enough rest detail relationship.,High-caffeine
Topo Chico,Topo Chico Grape Blast,Grape,Sparkling Water,"Natural Flavors, Natural Flavors, Sodium Benzoate, Carbonated Water, Herbal Extract, Carbonated Water",120,10,40,"Low calorie, High caffeine",Japan,Post-workout,Which wonder baby well.,"Low-calorie, High-caffeine"
Big Cola,Big Cola Orange Blast,Orange,Soda,"Sodium Benzoate, Sweetener, Caffeine, Fruit Juice Concentrate, Sweetener, Herbal Extract",80,5,20,"Low sugar, Low calorie",South Africa,Party,Soon change you level executive line morning can statement trouble.,"Low-sugar, Low-calorie"
Monster,Monster Lychee Blast,Lychee,Sparkling Water,"Herbal Extract, Carbonated Water, Carbonated Water, Herbal Extract, Citric Acid, Sweetener",0,20,80,Sugar-free,USA,Post-workout,Discussion home and bank sea network her truth.,Caffeine-free
Big Cola,Big Cola Lychee Blast,Lychee,Sparkling Water,"Sodium Benzoate, Sodium Benzoate, Caffeine, Artificial Flavor, Sugar, Sodium Benzoate",40,10,40,Low calorie,UK,Post-workout,Rest sport audience simple stop husband.,Low-calorie
Monster,Monster Tamarind Blast,Tamarind,Diet Soda,"Carbonated Water, Caffeine, Sweetener, Sweetener, Citric Acid, Carbonated Water",160,10,40,Zero calorie,Germany,Party,Save green raise possible early.,"Low-calorie, High-caffeine"
Topo Chico,Topo Chico Tamarind Blast,Tamarind,Sparkling Water,"Herbal Extract, Artificial Flavor, Natural Flavors, Citric Acid, Fruit Juice Concentrate, Citric Acid",0,5,20,Low calorie,India,Party,Mother do participant born check behind consumer relationship thus.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Topo Chico,Topo Chico Orange Blast,Orange,Energy Drink,"Citric Acid, Sweetener, Natural Flavors, Fruit Juice Concentrate, Carbonated Water, Sweetener",10,30,120,Low calorie,India,Kids-friendly,Most I exactly within study series music.,Low-caffeine
LaCroix,LaCroix Mixed Fruit Blast,Mixed Fruit,Sparkling Water,"Citric Acid, Carbonated Water, Carbonated Water, Carbonated Water, Fruit Juice Concentrate, Sweetener",30,10,40,Zero calorie,Canada,Everyday,Laugh choose meeting begin check family great yourself.,Low-calorie
Mountain Dew,Mountain Dew Apple Blast,Apple,Tonic,"Caffeine, Natural Flavors, Herbal Extract, Sugar, Natural Flavors, Carbonated Water",0,30,120,Sugar-free,Germany,Party,Floor bring begin key decide build memory officer trial practice.,Caffeine-free
Irn-Bru,Irn-Bru Lime Blast,Lime,Sparkling Water,"Sugar, Herbal Extract, Herbal Extract, Sodium Benzoate, Citric Acid, Herbal Extract",0,0,0,Low calorie,USA,Hydration,Very three wear say personal stuff.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
7UP,7UP Cola Blast,Cola,Diet Soda,"Carbonated Water, Sugar, Caffeine, Sodium Benzoate, Fruit Juice Concentrate, Fruit Juice Concentrate",120,20,80,Zero calorie,Canada,Hydration,Will effort why their imagine a town.,High-caffeine
Pepsi,Pepsi Citrus Blast,Citrus,Sparkling Water,"Carbonated Water, Sugar, Carbonated Water, Fruit Juice Concentrate, Herbal Extract, Citric Acid",160,5,20,Zero calorie,Japan,Everyday,Art threat area fund personal course toward adult high.,"Low-sugar, Low-calorie, High-caffeine"
Monster,Monster Lychee Blast,Lychee,Sparkling Juice,"Sodium Benzoate, Caffeine, Sodium Benzoate, Sodium Benzoate, Sugar, Sodium Benzoate",120,20,80,High caffeine,Germany,Post-workout,Doctor them PM section simple theory move catch customer billion.,High-caffeine
Sprite,Sprite Melon Blast,Melon,Energy Drink,"Natural Flavors, Caffeine, Carbonated Water, Artificial Flavor, Sodium Benzoate, Sweetener",120,30,120,Zero calorie,USA,Everyday,Son need painting business authority decide.,High-caffeine
Jarritos,Jarritos Herbal Blast,Herbal,Sparkling Juice,"Herbal Extract, Natural Flavors, Sodium Benzoate, Herbal Extract, Natural Flavors, Citric Acid",120,0,0,"Sugar-free, Zero calorie, High caffeine",Brazil,Kids-friendly,Book friend minute company visit approach where allow half.,"Diabetic-safe, Low-calorie, High-caffeine"
LaCroix,LaCroix Ginger Blast,Ginger,Sparkling Juice,"Natural Flavors, Artificial Flavor, Sugar, Sugar, Citric Acid, Citric Acid",10,5,20,Zero calorie,South Africa,Party,Ok hour positive represent red stage certainly.,"Low-sugar, Low-caffeine, Low-calorie"
Appy Fizz,Appy Fizz Mint Blast,Mint,Sparkling Water,"Sodium Benzoate, Citric Acid, Fruit Juice Concentrate, Sweetener, Natural Flavors, Caffeine",0,5,20,"Low sugar, Low calorie, Caffeine-free",Brazil,Post-workout,Successful themselves enough trouble meet treatment.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Appy Fizz,Appy Fizz Herbal Blast,Herbal,Sparkling Water,"Citric Acid, Sugar, Natural Flavors, Natural Flavors, Fruit Juice Concentrate, Caffeine",80,10,40,Low calorie,Germany,Everyday,Matter notice year success person.,Low-calorie
Bovonto,Bovonto Pineapple Blast,Pineapple,Sparkling Juice,"Caffeine, Carbonated Water, Sugar, Caffeine, Herbal Extract, Caffeine",120,5,20,"Low sugar, Low calorie, High caffeine",Japan,Energy Boost,Democratic true believe think model want must boy exist human.,"Low-sugar, Low-calorie, High-caffeine"
Limca,Limca Apple Blast,Apple,Soda,"Sweetener, Natural Flavors, Caffeine, Artificial Flavor, Sodium Benzoate, Fruit Juice Concentrate",160,30,120,Low calorie,Australia,Kids-friendly,Rest walk marriage read particularly sell pressure herself.,High-caffeine
Limca,Limca Grape Blast,Grape,Energy Drink,"Herbal Extract, Caffeine, Artificial Flavor, Fruit Juice Concentrate, Artificial Flavor, Citric Acid",10,0,0,"Sugar-free, Zero calorie",UK,Everyday,Remain TV Democrat increase what me outside third hope.,"Diabetic-safe, Low-caffeine, Low-calorie"
Limca,Limca Tamarind Blast,Tamarind,Diet Soda,"Natural Flavors, Herbal Extract, Fruit Juice Concentrate, Caffeine, Sugar, Sweetener",0,0,0,"Sugar-free, Zero calorie, Caffeine-free",UK,Party,Style also much itself enter.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Pepsi,Pepsi Strawberry Blast,Strawberry,Diet Soda,"Herbal Extract, Sugar, Caffeine, Citric Acid, Sugar, Caffeine",0,40,160,Caffeine-free,USA,Post-workout,Relate be the task.,Caffeine-free
Fresca,Fresca Lime Blast,Lime,Diet Soda,"Natural Flavors, Caffeine, Sweetener, Sweetener, Herbal Extract, Artificial Flavor",0,20,80,Zero calorie,India,Weight Management,Congress clearly relate military fact forget environmental.,Caffeine-free
Limca,Limca Berry Blast,Berry,Diet Soda,"Sodium Benzoate, Natural Flavors, Sugar, Natural Flavors, Sweetener, Caffeine",0,5,20,"Low sugar, Low calorie, Caffeine-free",Australia,Weight Management,Side young simply before thank.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Fresca,Fresca Coconut Blast,Coconut,Tonic,"Carbonated Water, Sugar, Sweetener, Herbal Extract, Herbal Extract, Citric Acid",10,30,120,Regular,South Africa,Post-workout,You impact need attorney situation star ten part no.,Low-caffeine
Canada Dry,Canada Dry Lime Blast,Lime,Sparkling Juice,"Sweetener, Fruit Juice Concentrate, Herbal Extract, Herbal Extract, Carbonated Water, Sodium Benzoate",120,20,80,Sugar-free,USA,Party,Per world sometimes and around still.,High-caffeine
Mirinda,Mirinda Berry Blast,Berry,Diet Soda,"Sodium Benzoate, Caffeine, Sodium Benzoate, Fruit Juice Concentrate, Caffeine, Caffeine",160,30,120,High caffeine,Australia,Kids-friendly,Single blue modern ability level reduce case attention.,High-caffeine
Jarritos,Jarritos Apple Blast,Apple,Energy Drink,"Sweetener, Sodium Benzoate, Sweetener, Fruit Juice Concentrate, Natural Flavors, Natural Flavors",30,5,20,"Low sugar, Low calorie",India,Hydration,Again become heart I camera education rest view.,"Low-sugar, Low-calorie"
Jarritos,Jarritos Ginger Blast,Ginger,Sparkling Juice,"Natural Flavors, Citric Acid, Natural Flavors, Citric Acid, Artificial Flavor, Sugar",120,0,0,Sugar-free,USA,Kids-friendly,Small history most western yes time style production clearly.,"Diabetic-safe, Low-calorie, High-caffeine"
Monster,Monster Lime Blast,Lime,Tonic,"Carbonated Water, Herbal Extract, Sugar, Natural Flavors, Carbonated Water, Herbal Extract",0,5,20,Low calorie,UK,Party,Heavy view card avoid trouble nice ball participant friend policy.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Appy Fizz,Appy Fizz Ginger Blast,Ginger,Tonic,"Citric Acid, Caffeine, Artificial Flavor, Sugar, Sugar, Carbonated Water",40,0,0,Sugar-free,UK,Energy Boost,Before expect own rest a until likely.,"Diabetic-safe, Low-calorie"
Canada Dry,Canada Dry Melon Blast,Melon,Soda,"Fruit Juice Concentrate, Sweetener, Caffeine, Sugar, Natural Flavors, Carbonated Water",0,20,80,Zero calorie,USA,Hydration,Candidate anyone loss know.,Caffeine-free
Appy Fizz,Appy Fizz Mixed Fruit Blast,Mixed Fruit,Soda,"Artificial Flavor, Sugar, Sodium Benzoate, Natural Flavors, Natural Flavors, Carbonated Water",120,30,120,Zero calorie,Germany,Hydration,Exactly side adult book miss author maintain day news.,High-caffeine
